,,max_diff,max,min,std_dev,mean,rel_maxdiff(%)
./celeba_aggregated_raw_prediction/fair-alm/,class0,0.08689,0.7181,0.6312,0.02233,0.6537,13.29
./celeba_aggregated_raw_prediction/fair-alm/,class1,0.09286,0.5789,0.4861,0.03018,0.5445,17.05
./celeba_aggregated_raw_prediction/fair-alm/,overall,0.04493,0.6166,0.5716,0.01228,0.5991,7.501
./celeba_aggregated_raw_prediction/l2-penalty/,class0,0.3109,0.7787,0.4678,0.08849,0.6159,50.48
./celeba_aggregated_raw_prediction/l2-penalty/,class1,0.2417,0.5372,0.2955,0.06248,0.4650,51.98
./celeba_aggregated_raw_prediction/l2-penalty/,overall,0.07976,0.5738,0.4941,0.02435,0.5405,14.76
./celeba_aggregated_raw_prediction/no-constraints/,class0,0.05783,0.5994,0.5416,0.01768,0.5722,10.11
./celeba_aggregated_raw_prediction/no-constraints/,class1,0.05542,0.6693,0.6139,0.01384,0.6315,8.776
./celeba_aggregated_raw_prediction/no-constraints/,overall,0.01676,0.6105,0.5938,0.005335,0.6018,2.785
